//Reference=MNI152		
		
//Garrett et al 2011, visual, letters, identity, 1 > 0 back, 1back; visual, letters, identity, 2 > 0 back, 2back		
//Subjects=19		
		
//Barnes et al 2009, visual, numbers, identity/location, 1/2>0back, 2/1back		
//Subjects=14		
-16	12	-2
18	16	2
36	-42	42
-46	-46	16
56	50	20
-32	-46	38
36	-42	42
28	6	56
-44	30	26
42	42	24
0	14	46
		
//Townsend et al 2010, visual, letters, identity, 2>0back, 2back		
//Subjects=14		
46.7	38.77	24.4
53.29	17.73	28.61
-44.15	33.36	17.52
-57.01	20.97	23.44
37.62	26.7	-12.35
-50.55	14.2	19.52
-35.34	12.74	26.13
62.14	-50.73	30.75
34.24	-55.96	45.19
42.81	-43.37	41.56
-58.84	-55.41	33.27
49.31	-47.61	41.87
-61.08	-58.17	26.86
27.8	-73.21	44.77
-28.57	-74.86	30.2
		
//Lythe et al 2012, visual, letters, identity, 1/2/3>0back, 1/2/3back; visual, letters, identity, activation with increasing load 1-3back		
//Subjects=20		
42	30	36
32	2	62
-30	-2	44
32	-56	38
-28	-58	44
30	2	58
36	-50	42
		
//Ravizza et al 2004, visual, letters, identity, 3>0back, 3back		
//Subjects=20		
8.09	24.34	44.41
-23.11	4.44	51.4
30.84	5.17	44.8
52.34	3.35	35.65
-31.33	53.1	9.74
47.97	25.98	36.85
37.95	37.91	15.67
-42.83	23.12	34.2
47.3	-69.43	49.66
-48.9	-52.65	50.76
51.52	-45.06	46.06
-23.97	-63.33	-30.41
-32.72	-45.49	-34.27
33.31	-66.21	-29.98
		
//Lamp et al 2006, visual, shapes, identity, 1>0back, 1back		
//Subjects=16		
34	-64	50
38	-44	40
34	-56	44
32	-48	42
38	-52	42
12	14	46
14	4	52
-4	6	58
-12	18	42
-2	16	54
-8	16	44
26	-8	58
22	-8	52
24	-10	54
28	-10	48
28	-18	48
32	-16	54
		
//Schmidt et al 2015, visual, letters, identity, 3>0back, 3back; 2>0back, 2back; 3>2back, 3back		
//Subjects=27		
-48	10	32
44	35	24
32	5	52
-36	52	8
-24	46	6
-5	24	46
52	-48	50
-30	-58	50
34	-58	48
10	-72	54
32	24	-4
-28	22	2
34	-62	-36
-28	-64	-36
10	-18	10
16	0	12
-10	-16	10
-44	6	32
30	8	54
-34	54	22
-8	20	50
-30	-58	50
32	24	-4
-30	22	4
58	-50	-14
44	-66	-32
-28	-64	-36
-10	-16	12
10	-16	10
42	32	38
		
//Belayachi et al 2015, visual, letters, identity, 3>0back, 3back		
//Subjects=18		
-2	12	48
-36	0	34
-24	-2	50
-24	24	0
24	0	48
30	6	62
36	34	22
-38	-38	42
-24	-50	42
36	-34	38
		
//El-Hage et al 2013, visual, letters, identity, activation with increasing load 0-3back, 3/2/1back		
//Subjects=90		
0	18	43
40	-40	37
25	11	52
-14	4	10
10	-4	10
		
//Nagel et al 2011, visual, letters, identity, 3>1back, 3back		
//Subjects=30		
8	22	42
28	-68	52
36	24	-2
4	-82	-18
-56	-50	-10
		
//Savini et al 2012, tactile, shapes, identity, 2/1/0back > rest, 2/1/0back		
//Subjects=12		
-41.33	-32.85	55.4
-58.06	-16.03	18.16
56.61	-16.71	27.48
42.91	-24.05	53.09
5.79	26.59	34.15
-0.29	4.39	61.1
-47.18	8.66	28.98
47.99	7.49	34.2
46.75	33.66	27.15
27.25	38.7	24.74
-30.04	48.07	24.79
52.96	-30.68	-6.93
55.59	-37.03	28.39
-30.59	-4.85	55.81
29.78	17.39	49.22
35.32	-4.52	55.77
-42.01	-1.81	8.63
-36.78	22.05	-0.54
38.84	20.09	-2.75
-44.29	19.15	3.24
45.04	-35.2	48.56
-43.59	-33.59	47.66
8.59	-60.56	66.25
-28.29	-60.67	55.69
		
//Sabri et al 2014, auditory, tones, identity, 2>1back, 2back		
//Subjects=13		
41.78	-46.26	45.22
-4.9	23.02	42.52
-29.26	24	-3.1
70.22	-41.78	-11.73
-24.17	-58.92	39.75
-30.27	59.48	9.09
34.34	-66.18	50.68
-9.92	-68.26	53.88
-45.74	-39.02	47.12
-40.72	16.12	28.13
10.51	-67.85	45.65
51.22	21.64	36.1
25.58	11.72	57.69
41.19	45.57	17.1
33.2	-64.47	46.05
-35.65	53.08	9.82
		
//Valera et al 2005, visual, letters, identity, 2>0back, 2back		
//Subjects=20		
-33	27	-6
-27	-69	42
9	-75	-24
15	-81	12
57	-54	-18
		
//Schneiders et al 2011, visual, patterns, identity, 2>0back, 2back		
//Subjects=48		
-40.35	-43.46	45.22
43.9	-39.97	43.44
-33.86	-56.51	43.04
31	-54.91	45.14
-24.29	-66.34	29.29
30.95	-60.75	40.12
-10.9	-70.83	60.88
27.83	3.63	62.94
46.74	32.49	26.14
46.65	44.94	21.55
53.46	14.62	41.24
36.72	20.39	0.61
-27.3	-0.07	60.88
-1.55	15.04	48.86
-47.11	6.94	33.63
-41.01	50.08	12.45
-34.57	16.95	2.17
-41.3	-63.7	-33.44
30.04	-63.14	-31.35
10.88	-2.04	3.27
-8.61	7.47	2.67
-50.73	-61.55	-9.96
		
//Seo et al 2012, visual, letters, identity, 2>0back, 2back		
//Subjects=22		
-42	9	30
30	9	57
-33	24	-6
33	26	-6
-6	24	45
9	27	45
-3	15	54
6	18	54
-15	3	0
15	3	0
-12	9	0
15	9	6
-54	-51	-15
-27	-66	45
39	-66	51
-39	-60	48
42	-45	42
-9	-78	-34
35	-63	-39
		
//Caldu et al 2007, visual, numbers, identity, 2>0back, 2back		
//Subjects=75		
42	-44	46
32	-64	50
-38	-52	50
30	-2	56
-24	-2	60
42	32	32
-46	24	36
36	52	22
-36	50	14
6	22	48
34	24	0
-32	22	0
52	10	30
-2	12	54
58	-38	-16
58	-44	-18
-54	-46	-18
30	-64	-34
-10	-74	-28
6	-28	12
-12	-10	6
14	-4	6
-14	2	6
16	4	20
-18	2	22
		
//Drobyshevsky et al 2006, visual, letters, identity, 2>0back, 2back		
//Subjects=22		
-41.83	26.86	28.21
46.79	35.03	30.37
-48.53	15.4	9.28
51.93	16.71	6.32
-32.84	3.23	50.56
38.51	6.03	53.55
-30.28	58.31	8.09
37.73	63.66	4.16
2.82	12.18	52.43
-24.05	-61.28	48.95
22.46	-66.22	50.89
-38.2	-52.27	42.7
43.94	-49.54	44.39
		
//Cohen et al 1997, visual, letters, identity, activation with load increases 0-3back		
//Subjects=10		
41.3	38.75	24.49
9	36.17	33.14
-43.07	11.47	12.94
49.96	18.16	21.9
-36.23	7.61	40.1
36.39	13.98	58.4
14.99	-57.87	60.28
-41.42	-45.59	45.45
49.4	-52.4	47.94
		
//Braver et al 1997, visual, letters, identity, activation with load increases 0-3back		
//Subjects=8		
15.8	15.62	54.11
-43.89	29.81	36.91
41.32	44.38	27.3
-49.55	9.22	12.15
47.9	11.22	28.23
-33.5	23.44	2.63
-40.69	3.26	28.28
-49.13	3.62	44.08
-30.56	0.88	59.72
-26.18	-57.78	52
36.44	-53.51	48.27
20.8	4.98	20.34
		
//Callicott et al 1999, visual, letters, identity, activation with load increases 0-3back		
//Subjects=9		
-44.17	31.03	15.51
-37.76	34.89	10.53
-31.5	35.38	-7.55
-28.6	21.23	47.59
-19.82	15.71	56.95
-32.83	10.99	53.16
55.52	16.02	33.22
53.08	29.24	14.03
36.39	7.4	56.81
10.58	6.01	66.36
6.34	0.03	71.5
1.93	8.1	66.3
-16.06	-1.61	9.29
-0.88	-16.45	10.5
-7.5	4.39	4.07
-45.94	-25.17	34.54
-2.2	-56.14	68.24
40.89	-54.69	58.4
		
//LaBar et al 1999, visual, letters, identity, 2>0back, 2back		
//Subjects=11		
28.05	-56.03	67.71
50.55	-40.93	55.75
-20.74	-57.45	55.24
-43.52	-45.08	51.04
59.75	17.54	26.28
-56.99	20.01	24.66
-43.89	7.92	32.36
1.61	18.89	43.94
-27.49	2.84	46.03
40.57	12.96	47.23
56.71	9.2	40.6
-11.68	-6.6	13.07
-8.55	-0.83	5.73
17.46	-0.12	11.94
-31.64	-72.9	-40.54
-41.4	-63.36	-41.31
52.67	-62.41	-36.29
39.7	-72.34	-38.45
39.74	-81.91	-37.5
4.16	-55.27	-26.08
-50.64	-66.35	-3.88
-47.52	-57.39	-11.54
-63.53	-42.82	7.46
-57.15	-59.99	-4.4
46.24	23.33	-14.41
-57.45	16.58	-11.97
37.3	22.52	46.34
34.17	13.56	54
-27.42	16.54	54.76
-20.97	26.13	53.7
-40.78	20.07	24.38
5.16	-60.86	51.77
50.36	-58.76	37.35
42.79	-66.88	-49.12
		
//Honey et al 2000, visual, letters, identity, 2>0back, 2back		
//Subjects=20		
-36.04	-51.2	42.56
-45.13	22.07	23.13
38.87	53.14	6.3
1.67	14.95	47.69
-44.81	-0.73	43.31
36.38	-1.42	54.33
-19.78	-8	55.93
-36.66	-76.6	-10.95
-36.69	-68.09	-11.79
29.16	-73.7	-17.96
		
//Martinkauppi et al 2000, auditory, tones, location, 3>1back, 3back; 2>1back, 2back		
//Subjects=10		
6.01	22.72	50.21
-2.53	22.36	58.24
30.89	14.3	50.62
-23.09	15.49	54.79
44.54	38.76	24.44
-42.91	42.16	31.19
42.73	20.62	48.67
-39.44	22.04	45.45
49.85	22.75	13.61
-46.33	23.37	14.06
33.3	56.23	-6.23
-35.75	57.78	2.63
45.84	4.29	34.55
-42.7	9.81	41.11
26.86	-64.52	57.37
-22.9	-65.11	53.79
39.79	-50.44	58
-35.96	-47.28	50.01
47.17	-46.34	44.02
-48.97	-46.58	46.8
8.39	-59.89	50.5
-4.46	-63.46	58.92
56.34	-46.1	0.14
-52.67	-52.25	9.32
46.6	-65.91	-4.46
-50.7	-58.05	-6.94
8.93	23.64	25.42
-2.86	22.09	32.5
7.07	-39.77	36.21
-0.59	-42.75	27.67
37.85	20.81	5.04
-34.59	20.14	1.85
5.96	26.77	47.57
-1.5	29.7	56.37
25.59	9.59	57.9
-22	13.36	54.98
43.5	38	27.89
-42.9	31.32	30.02
39.46	18.17	45.61
-38.36	22.05	45.43
44.38	25.5	8.94
-46.35	25.39	12.74
23.57	57.26	-6.17
-24.9	57.06	5.88
45.91	-0.61	39.52
-40.56	9.72	39.97
22.55	-53.48	60.83
-20.71	-61.6	56.77
35.34	-48.2	47.77
-37.03	-48.35	50.13
45.03	-48.37	45.38
-40.28	-53.89	48.5
7.36	-56.18	55.76
-4.51	-61.65	55.38
54.19	-41.65	1.97
-50.54	-53.51	7.17
-48.59	-58.36	-10.31
9.88	35.78	17.48
-4.03	26.89	26.44
10.33	-41.78	37.47
41.05	6.27	-1.42
-37.82	11.41	0.53
		
//Ragland et al 2002, visual, letters, identity, 1>0back, 1back; 2>0back, 2back; 2>1back, 2back; visual, fractals, identity, 1>0back, 1back; 2>0back, 2back; 2>1back, 2back		
//Subjects=11		
40.06	26.66	10.02
40.25	23.65	23.76
31.81	-1.08	35.32
40.6	-39.34	38.96
-32.77	-47.69	45.51
-45.79	-34.97	44.48
39.86	20.74	-7.32
53.16	-51.12	4.05
39.77	59.44	-6.66
48.82	40.69	21.93
-50.77	17	3.56
49.3	-38.89	43.25
-54.41	-39.26	45.05
31.29	30.05	0.87
-50.77	17	3.56
40.02	52.6	11.94
-37.63	31.47	19.84
-46.02	11.41	35.41
44.78	12.15	38.27
-11.66	-7.56	14.29
5.77	28.61	32.83
49.32	-43.14	43.67
-24.1	-56.17	46.2
-24.92	25.18	-2.17
35.58	25.39	-3.22
-33.59	46.84	0.32
44.46	36.01	17.99
-41.95	31.45	19.91
-46.08	11	30.97
1.49	33.26	36.92
45.01	-47.41	44.16
-28.43	-51.93	45.86
-24.72	-56.48	-3.06
-41.95	31.45	19.91
-28.63	-0.88	40.81
40.51	-0.63	39.61
-37.01	-55.8	50.87
-33.54	47.25	4.76
48.78	36.03	17.91
44.66	28.75	32.15
-46.06	6.74	31.39
-2.89	32.83	32.55
-32.76	-51.94	45.93
		
//Kumari et al 2003, visual, numbers, identity/location, 3/2/1>0back, 3/2/1back		
//Subjects=11		
-4.75	15.34	52.25
-30.63	2.49	53.96
-39.25	-25.82	50.18
-32.65	-51.11	54.81
40.1	46.63	17.01
39.32	-9.56	-55.86
40.67	-41.05	43.61
24.66	-63.05	-30.14
		
//Perlstein et al 2003, visual, letters, identity, activation with load increase 0-2back		
//Subjects=15		
37.41	8.05	52.25
6.94	20.52	38.09
44.41	42.18	15.14
-38.78	42.95	16.48
48.71	19.03	8.39
-40.93	18.92	12.17
48.22	-53.14	40.19
-36.03	-50.03	43.56
2.23	16.53	7.19
		
//Veltman et al 2003, visual, letters, identity, activation with load increase 0-3back		
//Subjects=22		
-37.76	54.55	14.19
-50.5	29.92	26.93
-47.35	42.38	22.28
-53.98	14.96	4.94
59.82	21.36	32.62
50.01	43.66	30.58
59.58	16.3	12.96
-46.71	-34.9	56.81
-47.56	-57.7	-14.87
11.59	20.8	63.75
42.82	-63.38	-46.11
		
//Perlstein et al 2004, visual, letters, identity, activation with load increase 0-3back		
//Subjects=26		
-27.89	41.49	23.16
-36.45	32.2	27.59
36.91	52.46	22.09
34.68	16.96	9.95
-36.55	17.23	16.74
49.12	0.25	37.13
3.29	-15.34	-0.88
29.2	-30.77	-6.52
-20.44	-34.88	-1.91
32.24	45.49	-6.27
		
//Knops et al 2006, visual, letters/numbers, identity, 2>1back, 2back		
//Subjects=13		
-25.3	48.63	-26.9
-7.1	29.29	40.82
0.55	25.58	46.66
-46.25	30.48	21.2
-41.44	14.46	56.32
-46.6	47.54	-2.89
56.27	42.02	12.71
48.68	37.43	9.93
31.96	17.5	50.29
35.57	23.16	-4.12
40.67	-46.47	43.02
-37.13	-42.49	43.95
45.21	-56.91	57.42
-33.16	-81.21	8.5
0.99	-51.46	-19.68
-16.22	-80.45	-18.76
		
//Cerasa et al 2008, visual, shapes, location, 2>0back, 2back		
//Subjects=30		
55.86	-36.12	49.58
36.49	-53.1	52.71
-45.6	-46.7	56.84
-32.72	-53.86	48.36
-41.68	9.4	36.65
-0.56	29.73	45.15
44.41	50.9	16.51
41.93	21.19	-14.12
-42.18	54.87	6.39
-33.56	26.32	-1.02
-9.58	-4.88	8.39
9.81	18.9	9.07
-15.91	-3.76	20.71
10.05	-7.82	21.79
-9.74	-82.66	-19.77
34.56	-68.26	-17.47
		
//Ricciardi et al 2006, tactile, wooden cube/square, identity, 1back > rest, 1back		
//Subjects=6		
23.57	59.49	-5.27
13.79	79.77	-5.99
-21.79	53.91	-5.07
2.64	32.72	42.56
1.74	11.11	52.55
-25.04	0.67	68.61
-0.23	-8.27	63.47
38.49	4.76	51.44
33.81	44.77	31.87
41.1	50.37	11.02
44.99	61.41	-20.39
-47.34	42.48	23.39
-25.94	70.55	12.41
-1.99	20.54	15.83
54.22	8.94	14.9
40.76	36.93	-17.9
-54.77	13.84	27.47
-44.51	54.68	-7
45.28	18.74	-6.09
-35.61	28.2	7.8
-39.87	3.52	8.07
39.77	-13.45	63.3
-36.91	-17.87	66.17
58.83	-18.42	32.09
-15.2	-29.08	71.39
-54.54	-17.23	39.51
9.76	-29.22	79.94
57.88	-40.44	37.65
-58.06	-21.55	16.46
19.22	-65.07	51.95
24.28	-72	23.42
6.39	-47.7	66.14
-20.92	-80.7	36.25
-7.69	-81.97	56.32
28.01	-47.52	66.87
-25.02	-62.68	56.95
-44.42	-21.22	-15.18
50.99	-64.31	0.91
47.26	-12.15	-26.6
-54.99	-59.99	-4.44
-42.73	-76.8	21.67
64.88	-8.54	-0.36
41.74	18.67	-29.56
-51	18.52	-14.51
50.75	-46.41	-14.31
-42.2	-44.82	-15.12
20.83	-105.35	-0.12
-12.8	-88.97	-6.77
-22.4	-71.7	6.25
-28.83	-105.21	4.07
1.49	-92.58	11.27
0.6	-79.12	29.01
-42.73	-76.8	21.67
16.37	-22.12	6.29
-9.59	-22.42	4.52
10.97	1.99	11.84
-12.77	-1.18	13.68
16.87	-50.5	-44.7
37.81	-67.08	-16.52
20.55	-54.92	-11.83
-20.63	-45.05	-18.83
-38.13	-57.62	-37.46
		
//Ricciardi et al 2006, visual, wooden cube/square, identity, 1back > rest, 1back		
//Subjects=6		
8.47	14.07	72.32
0.62	16.22	49.83
33.17	1	57.5
46.72	34.51	24.82
53.36	10.59	32.68
37.64	55.29	-5.09
-46.65	54.88	-4.74
-36.12	-2.51	46.7
-53.6	12.34	34.33
-35.58	45.95	13.89
9.59	39.13	-4.14
-8.61	30.43	7.12
-16.48	53.3	-11.82
6.8	30.43	29.27
56.56	13.59	30.08
44.01	35.88	-17.85
-53.15	19.68	-13.47
-58.02	14.9	27.42
-30.2	22.8	7.12
59.41	11.76	-1.16
-50.75	12.74	3.98
6.32	-20.91	65.73
-59.14	-20.39	17.49
17.2	-73.92	60.7
30.78	-71.88	24.41
3.17	-56.33	65.93
-5.6	-82.48	50.73
-22.86	-62.67	56.91
35.37	-42.47	51.68
56.7	-26.93	32.97
-39.17	-43.79	53.08
43.45	-74.01	0.88
-47.32	-66.78	2.83
-35.36	-85.88	4.51
49.99	-49.45	10.66
31.26	-43.5	-16.5
-34.63	-61.16	-18.11
14.13	-80.68	-11.41
6.99	-101.61	17.68
16.58	-81.78	11.07
-4.93	-76.77	19.9
14.19	9.44	11.05
35.59	-82.81	-23.89
		
//Nebel et al 2005, visual, letters/shapes, identity, 1back > rest, 1back; 2back > rest, 2back		
//Subjects=19		
33.58	48.53	14.69
31.1	27.53	-14.56
-31.51	21.14	-10.62
-11.22	7.77	51.99
12.37	22.98	41.11
10.07	27.35	30.64
-9.16	14.71	45.66
-9.33	23.24	33.61
36.5	-55.23	52.92
49.27	-33.68	41.61
46.7	42.06	25.19
37.85	54.72	11.77
48.77	46.87	19.08
31.96	17.5	50.29
32.09	15.24	60.59
49.25	15.43	50.2
-26.36	8.68	51.03
37.61	32.12	-11.77
44.08	23.32	-14.37
-48.39	6.55	18
-35.83	21.12	-10.55
37.73	24.23	-4.26
12.17	35.66	27.54
-6.93	15.23	51.17
-6.79	8.62	60.79
14.47	21.4	35.63
-32.69	-42.71	52.86
-17.35	-57.46	66.39
15.02	-66.38	61.12
49.4	-33.8	51.7
49.46	-42.11	54.77
-47.94	-29.45	46.21
-9.65	-83.1	-13.01
-13.85	6.46	15.18
-20.43	6.78	7.42
31.23	-63.47	-23.49
7.54	-80.47	-20.28
3.26	-58.28	-12.32
-31.41	-70.07	-21.77
-37.99	-63.17	-27.94
		
//Matsuo et al 2007, visual, numbers, identity/location, 1>0back, 1back; 2>0back, 2back		
//Subjects=15		
-30.73	6.12	46.88
-46.29	22.51	16.39
-24.32	16.57	43.49
48.44	59.68	-4.59
48.71	39.86	13.05
-26.44	5.93	44.58
		
//Schmidt et al 2009, visual, letters, identity, 3/2/1>0back, 3/2/1back (sample 1)		
//Subjects=25		
29.83	19.93	53.45
-4.89	29.61	44.11
46.71	43.23	26.2
35.46	70.48	-3.2
-35.84	24.31	-10.86
17.16	-65.41	59.86
-28.41	7.37	60.16
-49.93	-44.58	56.7
		
//Schmidt et al 2009, visual, letters, identity, 3/2/1>0back, 3/2/1back (sample 2)		
//Subjects=21		
48.26	11.69	56.19
-2.59	21.94	53.8
59.7	28.18	25.23
-59.1	25.84	29.72
-43.5	34.5	-16.22
49.6	-49.78	64.49
		
//Qin et al 2009, visual, numbers, identity, 2>0back, 2back		
//Subjects=27		
28	4	58
-30	2	58
32	24	0
-28	24	4
36	48	18
-34	52	14
18	-4	0
-16	-4	0
40	-44	46
-44	-42	50
18	-66	60
-14	-68	58
30	-58	-32
-30	-58	-34
		
//Scheuerecker et al 2008, visual, letters, identity, 2>0back, 2back		
//Subjects=23		
-32	20	-4
0	-24	8
-54	-44	40
34	-64	48
50	20	22
32	22	-4
-36	54	4
36	-62	-22
		
//Choo et al 2005, visual, letters, identity, 2>1back, 2back		
//Subjects=12		
-48.37	14.41	21.71
39.2	38.09	29.08
-0.6	29.42	41.82
-32.84	-48.21	39.96
35.29	-61.69	41.26
6.31	-65.86	55.61
-15.92	-18.01	17.64
		
//Koppelstaetter et al 2008, visual, letters, identity, 2>0back, 2back		
//Subjects=15		
-2.8	24.74	37.84
-42.07	37.11	11.51
-28.57	12.72	48.43
-28.35	-57.89	50.93
-50.03	-33.3	51.11
-6.71	-57.51	53.89
-15.8	-97	10.88
-33.61	-68.16	-24.16
5.84	24.77	37.69
52.96	32.77	5.84
31.89	8.26	43.36
27.77	-58.11	45.51
53.61	-37.92	41.95
23.56	-61.65	53.78
23.1	-96.86	10.21
31.11	-69.83	-34.07
		
//Harvey et al 2005, visual, letters, identity, 3/2/1>0back, 3/2/1back		
//Subjects=10		
-33.85	-42.17	47.23
-10.98	-66.99	56.02
